Customer ID,Monetary,Frequency,TotalItemsPurchased,UniqueProducts,AverageOrderValue,AverageItemsPerOrder,PurchaseRate,WeekendPurchaseRatio,CancellationRate,Recency,CustomerLifetime
12346,3.206219367977329,1.2544959545938104,3.308207871063769,-0.3507527121214226,4.288247383840654,4.03567366424372,0.9312785799537634,-0.5297692284124651,1.067153736645678,0.5936141573680953,0.489185816966393
12347,1.2159934940907748,0.8001660338568091,1.1880064291568104,0.8896672959534744,1.0955764248767124,0.9984153467967954,0.37450665890549983,-0.05588049723556569,-0.7102599612778226,-0.9505444056324531,0.49692301965786223
12348,0.5731847086744531,0.2992073267345332,1.1293417549779041,-0.4115503779538524,0.5251264542794325,1.4088285683580546,-0.060680936638806346,0.228452741470574,-0.7102599612778226,-0.6012907048559605,0.34577803896953546
12349,1.1398455137362107,0.07394609082159041,0.7913746072129315,0.9637379981128575,1.8927894257245768,1.0958882354113717,-0.5193996021335366,-0.5297692284124651,0.49838135331015787,-0.8729136734648726,1.1487763122006074
12350,-0.7230240595878158,-1.058145946714099,-0.5946403963884134,-0.7132292345010023,0.26939940455814304,0.3177219653723713,-1.0026866652152968,-0.5297692284124651,-0.7102599612778226,0.5207638142887369,-1.055806171567553
12351,-0.7989090234201262,-1.058145946714099,-0.4102259993892248,-0.5486003891756687,0.12660084602748187,0.6201964718311009,-1.0026866652152968,-0.5297692284124651,-0.7102599612778226,0.831399534929218,-1.055806171567553
12352,0.8217237424617436,1.0480979277381186,0.25995278458500837,0.4126028186801636,0.05289919222341513,-0.7539761067139987,0.8199363454867468,-0.5297692284124651,0.684326170939078,-0.7878751627865359,0.31971828210540854
12353,-0.5820111081947204,-0.5571872395918231,-0.5465576780886989,-0.47721685960260357,-0.40343569827153947,-0.3469311487217963,-0.5516220729123736,-0.5297692284124651,-0.7102599612778226,0.014042570937203121,-0.2671666446831453
12354,0.12134527505169301,-1.058145946714099,0.05490801902907645,0.26071325195673184,1.8583139637119162,1.383104275926572,-1.0026866652152968,-0.5297692284124651,-0.7102599612778226,0.14871618330740516,-1.055806171567553
12355,0.027443287074611283,-0.5571872395918231,0.07083387189347203,-0.14457610000475504,0.7415254476257007,0.6626328252527408,-0.7342935530072714,-0.5297692284124651,-0.7102599612778226,0.06260283150166804,0.3077383568288772
12356,1.4023737261277078,0.48966298795922886,1.2807640256433486,0.7336066022127771,1.8362024130733563,1.4602776188087923,0.042331882105073375,-0.5297692284124651,-0.7102599612778226,-0.853569850582553,0.4965100112646262
12357,2.1633648716328335,-0.20175138038774237,1.7130216551490398,1.48376101337308,4.208818153411654,2.9165868770557255,-0.4879241125788869,0.7339340547259333,-0.7102599612778226,-0.8025049447983743,0.31613798207313404
12358,1.0457068761422235,0.2992073267345332,0.5223707981335728,0.23242103254119895,1.4130178215237057,0.41568389527636085,-0.5001063815519329,-0.5297692284124651,-0.7102599612778226,-0.9542400013606136,1.7637726284560522
12359,1.641401555045379,1.0480979277381186,1.1353770003737889,1.6111193223129396,1.5924452503448001,0.6721028218815946,0.10349870073085242,0.228452741470574,1.0163704881335778,-0.6871917423649272,1.5585771857074582
12360,1.1106144878383573,0.8001660338568091,1.0643993550761772,1.0842787042858788,0.8975798106114133,0.7962009759752559,-0.01707489032245574,-0.5297692284124651,-0.038792564284500224,-0.7115912994390929,1.2738561722794406
12361,-0.41733723062077743,0.07394609082159041,-0.4790414100148487,-0.6688728615528973,-1.0304685951829362,-0.9761844985785177,-0.3250472720297567,0.41800823394133374,-0.7102599612778226,0.41132242912534733,0.4695196445793762
12362,1.2770779042543725,1.15560189306089,1.0000621733856259,1.27039580711652,0.7785638464367576,0.3485174162562617,0.12489292147771783,-0.5297692284124651,0.5847128757807277,-0.9457275250244735,1.7835728944772367
12363,-0.3620846330228719,-0.5571872395918231,-0.11697585191254124,-0.47721685960260357,0.0095437815975195,0.3552432128630047,-0.3336578560883179,-0.5297692284124651,-0.7102599612778226,-0.4382897209213396,-0.5426861529345838
12364,0.26269442656125236,0.07394609082159041,0.7417368093543925,0.4126028186801636,0.24436473943364814,1.01462867134149,0.9759110404875254,0.41800823394133374,-0.7102599612778226,-0.9255643016530555,-0.6511169473951706
12365,-0.2539386665585365,-0.5571872395918231,-0.6759453452510397,-0.5121324717856456,0.21270915426315043,-0.5580561335831695,2.910014510804607,-0.5297692284124651,1.3041422297021446,0.43038758949315586,-1.0557713072226695
12366,-0.4330209689739878,-1.058145946714099,-0.3276656818664505,-1.9471638881929467,0.8151204699407815,0.7556110148501423,-1.0026866652152968,-0.5297692284124651,-0.7102599612778226,2.0648626638933187,-1.055806171567553
12367,-1.2139503121230573,-1.058145946714099,-0.6797186545046721,-1.0458699940988507,-0.6544141899479549,0.17817752332863554,-1.0026866652152968,-0.5297692284124651,-0.7102599612778226,-0.9411760372874572,-1.055806171567553
12368,0.00431721961430496,-1.058145946714099,-0.25629977641884477,-0.6688728615528973,1.638093293105364,0.8726646038296398,-1.0026866652152968,3.2613406210027303,-0.7102599612778226,2.039889194735695,-1.055806171567553
12369,0.48665214670526424,-0.20175138038774237,0.6143957441042359,0.6162076636214244,1.0549856551632413,1.1160423678995917,-0.23345080511869257,-0.5297692284124651,-0.7102599612778226,1.013359522083262,-0.17447844287383232
12370,1.1213383986622523,0.654643185938614,1.1021091244400723,1.124063132285242,1.0987914111968509,1.0016775427693483,-0.15748913191711914,-0.5297692284124651,-0.7102599612778226,-0.7162655313789298,1.327815450668474
12371,1.0784288498462586,0.2992073267345332,0.7104191903160302,0.939783214329445,1.4745313985060653,0.7231283473623923,-0.4010453115156691,-0.5297692284124651,-0.7102599612778226,-0.7487927451263391,1.263887651515423
12372,0.25437426509543015,-0.20175138038774237,0.320641563225382,-0.16768729188131876,0.6184651943886397,0.6352057343463571,-0.22365943672380076,-0.5297692284124651,-0.7102599612778226,-0.6201966295011913,-0.18697060583288383
12373,0.15288264709525515,-0.20175138038774237,0.03731504634461488,-0.12209817180851448,0.42779582307314923,0.17195291082951308,-0.4968780440724766,-0.5297692284124651,-0.7102599612778226,0.5261081632277553,0.34236669691631233
12374,0.8561790312610568,0.07394609082159041,0.6756077917309455,0.5105140700321456,1.359434913618247,0.906391229895825,-0.5131791329114329,-0.5297692284124651,-0.7102599612778226,-0.840621995890443,1.11869911005682
12375,-0.49735383740732014,-0.5571872395918231,-0.6610646969444532,-0.862804573858747,-0.24449741040205702,-0.533786184600325,-0.041153228179172954,-0.5297692284124651,1.3041422297021446,-0.9112795303734691,-0.716568050232365
12376,-0.4288424315832579,-0.5571872395918231,-0.4652371169327955,-1.0458699940988507,-0.11584193717314287,-0.21413652414307746,1.2375750203040035,-0.5297692284124651,-0.7102599612778226,0.8989022116586708,-0.9471018260932647
12377,0.9546594286533505,0.07394609082159041,0.9620968128445705,0.9088213112787457,1.5445793972572026,1.3754503297941716,-0.06679158261496715,-0.5297692284124651,-0.7102599612778226,0.5447022512496045,0.0023830149751525777
12378,1.2851293193598083,-0.5571872395918231,1.2612068807184498,1.544111232749301,3.1070293076377005,2.6134119302019725,-0.7821692932975977,-0.5297692284124651,-0.7102599612778226,-0.3428013659488327,0.6158238450742534
